Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Nether Star Crux
appliedenergistics2:facade:0, Cable Facade - Dragon Egg Crux
appliedenergistics2:facade:0, Cable Facade - Awakened Draconium Crux
appliedenergistics2:facade:0, Cable Facade - Neutronium Crux
appliedenergistics2:facade:0, Cable Facade - Machine Frame
appliedenergistics2:facade:0, Cable Facade - Machine Base
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Destination Analyzer
appliedenergistics2:facade:0, Cable Facade - Matter Booster
appliedenergistics2:facade:0, Cable Facade - Space Chamber Corner Block
appliedenergistics2:facade:0, Cable Facade - Support Block
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Shield Template
appliedenergistics2:facade:0, Cable Facade - Gloomy Netherrack
appliedenergistics2:facade:0, Cable Facade - Lively Netherrack
appliedenergistics2:facade:0, Cable Facade - Fiery Netherrack
appliedenergistics2:facade:0, Cable Facade - Icy Netherrack
appliedenergistics2:facade:0, Cable Facade - Gloomy Nether Bricks
appliedenergistics2:facade:0, Cable Facade - Lively Nether Bricks
appliedenergistics2:facade:0, Cable Facade - Fiery Nether Bricks
appliedenergistics2:facade:0, Cable Facade - Icy Nether Bricks
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Smooth Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Basalt Pillar
appliedenergistics2:facade:0, Cable Facade - Hyphae
appliedenergistics2:facade:0, Cable Facade - Frostburn Ice
appliedenergistics2:facade:0, Cable Facade - Nether Amethyst Block
appliedenergistics2:facade:0, Cable Facade - Nether Rime Block
appliedenergistics2:facade:0, Cable Facade - Worn Iron Block
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Nether Rime Ore
appliedenergistics2:facade:0, Cable Facade - Brown Elder Mushroom Cap
appliedenergistics2:facade:0, Cable Facade - Red Elder Mushroom Cap
appliedenergistics2:facade:0, Cable Facade - Elder Mushroom Stem
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Antimony Ore
appliedenergistics2:facade:0, Cable Facade - Nether Bismuth Ore
appliedenergistics2:facade:0, Cable Facade - Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Mercury Ore
appliedenergistics2:facade:0, Cable Facade - Snad
appliedenergistics2:facade:0, Cable Facade - Red Snad
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Hexamite
appliedenergistics2:facade:0, Cable Facade - Flux Capacitor
appliedenergistics2:facade:0, Cable Facade - Coalescence Matrix
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Dense Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dense Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dense Gold Ore
appliedenergistics2:facade:0, Cable Facade - Dense Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Dense Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Dense Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Dense Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dense Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dense Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Dense Copper Ore
appliedenergistics2:facade:0, Cable Facade - Dense Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Dense Lead Ore
appliedenergistics2:facade:0, Cable Facade - Dense Mithril Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Dense Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Dense Silver Ore
appliedenergistics2:facade:0, Cable Facade - Dense Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dense Adamantine Ore
appliedenergistics2:facade:0, Cable Facade - Dense Cold-Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dense Starsteel Ore
appliedenergistics2:facade:0, Cable Facade - Dense Mercury Ore
appliedenergistics2:facade:0, Cable Facade - Dense Antimony Ore
appliedenergistics2:facade:0, Cable Facade - Dense Bismuth Ore
appliedenergistics2:facade:0, Cable Facade - Dense Rutile Ore
appliedenergistics2:facade:0, Cable Facade - Darkstone
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Dreadstone
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone
appliedenergistics2:facade:0, Cable Facade - Coralium Stone
appliedenergistics2:facade:0, Cable Facade - §bEthaxium
appliedenergistics2:facade:0, Cable Facade - Omothol Stone
appliedenergistics2:facade:0, Cable Facade - Monolith Stone
appliedenergistics2:facade:0, Cable Facade - Darkstone Cobblestone
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Dreadstone Cobblestone
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Coralium Cobblestone
appliedenergistics2:facade:0, Cable Facade - Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Glowing Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Darkstone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Darkstone Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Chiseled Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Cracked Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - §3Block of Abyssalnite
appliedenergistics2:facade:0, Cable Facade - §bBlock of Refined Coralium
appliedenergistics2:facade:0, Cable Facade - §4Block of Dreadium
appliedenergistics2:facade:0, Cable Facade - §bBlock of Ethaxium
appliedenergistics2:facade:0, Cable Facade - Coralium Infused Stone
appliedenergistics2:facade:0, Cable Facade - Darkstone Slab
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood Slab
appliedenergistics2:facade:0, Cable Facade - Abyssal Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Dreadlands Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - Dreaded Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Dreadlands Grass
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Log
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Leaves
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dreadstone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Coralium Brick Slab
appliedenergistics2:facade:0, Cable Facade - Nitre Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Iron Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Gold Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Nitre Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Tin Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Copper Ore
appliedenergistics2:facade:0, Cable Facade - Pearlescent Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Liquified Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Solid lava
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bChiseled Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bCracked Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Pillar
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Brick Slab
appliedenergistics2:facade:0, Cable Facade - §4Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Chiseled Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Cracked Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Dark Ethaxium Pillar
appliedenergistics2:facade:0, Cable Facade - §bDark Ethaxium Brick Slab
appliedenergistics2:facade:0, Cable Facade - Abyssal Sand
appliedenergistics2:facade:0, Cable Facade - Fused Abyssal Sand
appliedenergistics2:facade:0, Cable Facade - Dreadlands Dirt
appliedenergistics2:facade:0, Cable Facade - Abyssal Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Dreadstone Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Calcified Stone
appliedenergistics2:facade:0, Cable Facade - Restonia Crystal Block
appliedenergistics2:facade:0, Cable Facade - Palis Crystal Block
appliedenergistics2:facade:0, Cable Facade - Diamatine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Void Crystal Block
appliedenergistics2:facade:0, Cable Facade - Emeradic Crystal Block
appliedenergistics2:facade:0, Cable Facade - Enori Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Restonia Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Palis Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Diamatine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Void Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Emeradic Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Enori Crystal Block
appliedenergistics2:facade:0, Cable Facade - Ethetic Green Block
appliedenergistics2:facade:0, Cable Facade - Ethetic Quartz
appliedenergistics2:facade:0, Cable Facade - White Lamp
appliedenergistics2:facade:0, Cable Facade - Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - White Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Orange Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Magenta Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Light Blue Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Yellow Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Lime Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Pink Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Gray Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Light Gray Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Cyan Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Purple Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Blue Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Brown Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Green Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Red Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Black Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Lamp Controller
appliedenergistics2:facade:0, Cable Facade - Treasure Chest
appliedenergistics2:facade:0, Cable Facade - Pillar of Black Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Block of Black Quartz
appliedenergistics2:facade:0, Cable Facade - Block of Black Quartz
appliedenergistics2:facade:0, Cable Facade - Black Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Wood Casing
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Enderpearl
appliedenergistics2:facade:0, Cable Facade - Casing
appliedenergistics2:facade:0, Cable Facade - Ender Casing
appliedenergistics2:facade:0, Cable Facade - Iron Casing
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Sticky Ore
appliedenergistics2:facade:0, Cable Facade - Clay Ore
appliedenergistics2:facade:0, Cable Facade - Machine Casing
appliedenergistics2:facade:0, Cable Facade - Block of Quartz Enriched Iron
appliedenergistics2:facade:0, Cable Facade - Bodypart Template
appliedenergistics2:facade:0, Cable Facade - Blue Ice
appliedenergistics2:facade:0, Cable Facade - Uncarved Pumpkin
appliedenergistics2:facade:0, Cable Facade - Brain Coral Block
appliedenergistics2:facade:0, Cable Facade - Tube Coral Block
appliedenergistics2:facade:0, Cable Facade - Bubble Coral Block
appliedenergistics2:facade:0, Cable Facade - Fire Coral Block
appliedenergistics2:facade:0, Cable Facade - Horn Coral
appliedenergistics2:facade:0, Cable Facade - Dead Brain Coral Block
appliedenergistics2:facade:0, Cable Facade - Dead Tube Coral Block
appliedenergistics2:facade:0, Cable Facade - Dead Bubble Coral Block
appliedenergistics2:facade:0, Cable Facade - Dead Fire Coral Block
appliedenergistics2:facade:0, Cable Facade - Dead Horn Coral Block
appliedenergistics2:facade:0, Cable Facade - Dried Kelp Block
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Oak Log
appliedenergistics2:facade:0, Cable Facade - Stripped Birch Log
appliedenergistics2:facade:0, Cable Facade - Stripped Spruce Log
appliedenergistics2:facade:0, Cable Facade - Stripped Jungle Log
appliedenergistics2:facade:0, Cable Facade - Stripped Acacia Log
appliedenergistics2:facade:0, Cable Facade - Stripped Dark Oak Log
appliedenergistics2:facade:0, Cable Facade - Stripped Oak Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Birch Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Jungle Wood Recipe
appliedenergistics2:facade:0, Cable Facade - Stripped Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Jigsaw
appliedenergistics2:facade:0, Cable Facade - Old Brick
appliedenergistics2:facade:0, Cable Facade - Old Cobblestone
appliedenergistics2:facade:0, Cable Facade - Old Gravel
appliedenergistics2:facade:0, Cable Facade - Old Gold Block
appliedenergistics2:facade:0, Cable Facade - Old Diamond Block
appliedenergistics2:facade:0, Cable Facade - Old Iron Block
appliedenergistics2:facade:0, Cable Facade - Composter
appliedenergistics2:facade:0, Cable Facade - Old Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Old Sponge
appliedenergistics2:facade:0, Cable Facade - Old Grass Block
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Smooth Quartz
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Stone
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Ancient Debris
appliedenergistics2:facade:0, Cable Facade - Netherite Block
appliedenergistics2:facade:0, Cable Facade - Warped Nylium
appliedenergistics2:facade:0, Cable Facade - Crimson Planks
appliedenergistics2:facade:0, Cable Facade - Warped Planks
appliedenergistics2:facade:0, Cable Facade - Crimson Stem
appliedenergistics2:facade:0, Cable Facade - Warped Stem
appliedenergistics2:facade:0, Cable Facade - Stripped Warped Stem
appliedenergistics2:facade:0, Cable Facade - Stripped Crimson Stem
appliedenergistics2:facade:0, Cable Facade - Shroomlight
appliedenergistics2:facade:0, Cable Facade - Soul Soil
appliedenergistics2:facade:0, Cable Facade - Warped Wart Block
appliedenergistics2:facade:0, Cable Facade - Stripped Crimson Hyphae
appliedenergistics2:facade:0, Cable Facade - Crimson Hypae
appliedenergistics2:facade:0, Cable Facade - Warped Hypae
appliedenergistics2:facade:0, Cable Facade - Stripped Warped Hyphae
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Target
appliedenergistics2:facade:0, Cable Facade - Crying Obsidian
appliedenergistics2:facade:0, Cable Facade - Respawn Anchor
appliedenergistics2:facade:0, Cable Facade - Respawn Anchor
appliedenergistics2:facade:0, Cable Facade - Respawn Anchor
appliedenergistics2:facade:0, Cable Facade - Respawn Anchor
appliedenergistics2:facade:0, Cable Facade - Respawn Anchor
appliedenergistics2:facade:0, Cable Facade - Polished Basalt
appliedenergistics2:facade:0, Cable Facade - Lodestone
appliedenergistics2:facade:0, Cable Facade - Blackstone
appliedenergistics2:facade:0, Cable Facade - Polished Blackstone
appliedenergistics2:facade:0, Cable Facade - Polished Blackstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Polished Blackstone Bricks
appliedenergistics2:facade:0, Cable Facade - Gilded Blackstone
appliedenergistics2:facade:0, Cable Facade - Quartz Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Nether Bricks
appliedenergistics2:facade:0, Cable Facade - Basalt Pillar
appliedenergistics2:facade:0, Cable Facade - Basalt Pillar
appliedenergistics2:facade:0, Cable Facade - Nether Biome Spawner
appliedenergistics2:facade:0, Cable Facade - Composter
appliedenergistics2:facade:0, Cable Facade - Composter
appliedenergistics2:facade:0, Cable Facade - Composter
appliedenergistics2:facade:0, Cable Facade - Composter
appliedenergistics2:facade:0, Cable Facade - Composter
appliedenergistics2:facade:0, Cable Facade - Composter
appliedenergistics2:facade:0, Cable Facade - Composter
appliedenergistics2:facade:0, Cable Facade - Composter
appliedenergistics2:facade:0, Cable Facade - Compact Raw Porkchop
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Huge Baffle Cap Stem
appliedenergistics2:facade:0, Cable Facade - Huge Baffle Cap
appliedenergistics2:facade:0, Cable Facade - Elemental Soil
appliedenergistics2:facade:0, Cable Facade - Caelic Soil
appliedenergistics2:facade:0, Cable Facade - Aqueous Soil
appliedenergistics2:facade:0, Cable Facade - Magmatic Soil
appliedenergistics2:facade:0, Cable Facade - Terran Soil
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone Brick
appliedenergistics2:facade:0, Cable Facade - Runestone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Runestone
appliedenergistics2:facade:0, Cable Facade - Wildwood Leaves
appliedenergistics2:facade:0, Cable Facade - Wildwood Log
appliedenergistics2:facade:0, Cable Facade - Wildwood Planks
appliedenergistics2:facade:0, Cable Facade - Wildroot Rune
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Charred Log
appliedenergistics2:facade:0, Cable Facade - Charred Planks
appliedenergistics2:facade:0, Cable Facade - Mud Block
appliedenergistics2:facade:0, Cable Facade - Mud Brick
appliedenergistics2:facade:0, Cable Facade - Pearl Block
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quick Sand
appliedenergistics2:facade:0, Cable Facade - Unhardened Stone
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Small Bricks
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Ender Ore
appliedenergistics2:facade:0, Cable Facade - Soul Sandstone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - White Glowstone
appliedenergistics2:facade:0, Cable Facade - Orange Glowstone
appliedenergistics2:facade:0, Cable Facade - Magenta Glowstone
appliedenergistics2:facade:0, Cable Facade - LightBlue Glowstone
appliedenergistics2:facade:0, Cable Facade - Lime Glowstone
appliedenergistics2:facade:0, Cable Facade - Pink Glowstone
appliedenergistics2:facade:0, Cable Facade - Gray Glowstone
appliedenergistics2:facade:0, Cable Facade - LightGray Glowstone
appliedenergistics2:facade:0, Cable Facade - Cyan Glowstone
appliedenergistics2:facade:0, Cable Facade - Purple Glowstone
appliedenergistics2:facade:0, Cable Facade - Blue Glowstone
appliedenergistics2:facade:0, Cable Facade - Brown Glowstone
appliedenergistics2:facade:0, Cable Facade - Green Glowstone
appliedenergistics2:facade:0, Cable Facade - Red Glowstone
appliedenergistics2:facade:0, Cable Facade - Black Glowstone
appliedenergistics2:facade:0, Cable Facade - Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Hardened Stone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Wub Wub Ore
appliedenergistics2:facade:0, Cable Facade - Nether Wub Wub Ore
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Slab
appliedenergistics2:facade:0, Cable Facade - Compressed Sugar
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Compressed Bone Block
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Compressed Nether Star Block
appliedenergistics2:facade:0, Cable Facade - Compressed Flint Block
appliedenergistics2:facade:0, Cable Facade - Water Source Stone
appliedenergistics2:facade:0, Cable Facade - Lava Source Stone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sugar
appliedenergistics2:facade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Nether Lava Source Stone
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Asphalt
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Small Bricks Slab
appliedenergistics2:facade:0, Cable Facade - Lava Infused Stone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Hardened Stone Bricks Slab
appliedenergistics2:facade:0, Cable Facade - Compressed Flesh Block
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
