Mod:Item:MetaData, Localized Name
botania:lens:21, Mana Lens: Flare
botania:lens:22, Mana Lens: Messenger
botania:lens:23, Mana Lens: Tripwire
botania:rune:0, Rune of Water
botania:rune:1, Rune of Fire
botania:rune:2, Rune of Earth
botania:rune:3, Rune of Air
botania:rune:4, Rune of Spring
botania:rune:5, Rune of Summer
botania:rune:6, Rune of Autumn
botania:rune:7, Rune of Winter
botania:rune:8, Rune of Mana
botania:rune:9, Rune of Lust
botania:rune:10, Rune of Gluttony
botania:rune:11, Rune of Greed
botania:rune:12, Rune of Sloth
botania:rune:13, Rune of Wrath
botania:rune:14, Rune of Envy
botania:rune:15, Rune of Pride
botania:manatablet, item.manaTablet.name
botania:managun, item.manaGun.name
botania:manacookie, item.manaCookie.name
botania:fertilizer, item.fertilizer.name
botania:grassseeds:0, Pasture Seeds
botania:grassseeds:1, Boreal Seeds
botania:grassseeds:2, Infestation Spores
botania:grassseeds:3, Dry Pasture Seeds
botania:grassseeds:4, Golden Pasture Seeds
botania:grassseeds:5, Vivid Pasture Seeds
botania:grassseeds:6, Scorched Pasture Seeds
botania:grassseeds:7, Infused Pasture Seeds
botania:grassseeds:8, Mutated Pasture Seeds
botania:dirtrod, item.dirtRod.name
botania:terraformrod, item.terraformRod.name
botania:grasshorn:0, Horn of the Wild
botania:grasshorn:1, Horn of the Canopy
botania:grasshorn:2, Horn of the Covering
botania:manamirror, item.manaMirror.name
botania:manasteelhelm, item.manasteelHelm.name
botania:manasteelhelmreveal, item.manasteelHelmReveal.name
botania:manasteelchest, item.manasteelChest.name
botania:manasteellegs, item.manasteelLegs.name
botania:manasteelboots, item.manasteelBoots.name
botania:manasteelpick, item.manasteelPick.name
botania:manasteelshovel, item.manasteelShovel.name
botania:manasteelaxe, item.manasteelAxe.name
botania:manasteelsword, item.manasteelSword.name
botania:manasteelshears, item.manasteelShears.name
botania:terrasteelhelm, item.terrasteelHelm.name
botania:terrasteelhelmreveal, item.terrasteelHelmReveal.name
botania:terrasteelchest, item.terrasteelChest.name
botania:terrasteellegs, item.terrasteelLegs.name
botania:terrasteelboots, item.terrasteelBoots.name
botania:terrasword, item.terraSword.name
botania:tinyplanet, item.tinyPlanet.name
botania:manaring, item.manaRing.name
botania:auraring, item.auraRing.name
botania:manaringgreater, item.manaRingGreater.name
botania:auraringgreater, item.auraRingGreater.name
botania:travelbelt, item.travelBelt.name
botania:knockbackbelt, item.knockbackBelt.name
botania:icependant, item.icePendant.name
botania:lavapendant, item.lavaPendant.name
botania:magnetring, item.magnetRing.name
botania:waterring, item.waterRing.name
botania:miningring, item.miningRing.name
botania:terrapick, item.terraPick.name
botania:divacharm, item.divaCharm.name
botania:flighttiara:0, Flügel Tiara
botania:flighttiara:1, Flügel Tiara
botania:flighttiara:2, Flügel Tiara
botania:flighttiara:3, Flügel Tiara
botania:flighttiara:4, Flügel Tiara
botania:flighttiara:5, Flügel Tiara
botania:flighttiara:6, Flügel Tiara
botania:flighttiara:7, Flügel Tiara
botania:flighttiara:8, Flügel Tiara
botania:enderdagger, item.enderDagger.name
botania:quartz:0, Smokey Quartz
botania:quartz:1, Mana Quartz
botania:quartz:2, Blaze Quartz
botania:quartz:3, Lavender Quartz
botania:quartz:4, Redquartz
botania:quartz:5, Elven Quartz
botania:quartz:6, Sunny Quartz
botania:waterrod, item.waterRod.name
botania:elementiumhelm, item.elementiumHelm.name
botania:elementiumhelmreveal, item.elementiumHelmReveal.name
botania:elementiumchest, item.elementiumChest.name
botania:elementiumlegs, item.elementiumLegs.name
botania:elementiumboots, item.elementiumBoots.name
botania:elementiumpick, item.elementiumPick.name
botania:elementiumshovel, item.elementiumShovel.name
botania:elementiumaxe, item.elementiumAxe.name
botania:elementiumsword, item.elementiumSword.name
botania:elementiumshears, item.elementiumShears.name
botania:openbucket, item.openBucket.name
botania:spawnermover, item.spawnerMover.name
botania:pixiering, item.pixieRing.name
botania:supertravelbelt, item.superTravelBelt.name
botania:rainbowrod, item.rainbowRod.name
botania:tornadorod, item.tornadoRod.name
botania:firerod, item.fireRod.name
botania:vineball, item.vineBall.name
botania:slingshot, item.slingshot.name
botania:manabottle, item.manaBottle.name
botania:laputashard:0, Shard of Laputa
botania:laputashard:4, Shard of Laputa
botania:laputashard:9, Shard of Laputa
botania:laputashard:14, Shard of Laputa
botania:laputashard:19, Shard of Laputa
botania:virus:0, Necrodermal Virus
botania:virus:1, Nullodermal Virus
botania:reachring, item.reachRing.name
botania:skydirtrod, item.skyDirtRod.name
botania:itemfinder, item.itemFinder.name
botania:superlavapendant, item.superLavaPendant.name
botania:enderhand, item.enderHand.name
botania:glasspick, item.glassPick.name
botania:spark, item.spark.name
botania:sparkupgrade:0, Spark Augment: Dispersive
botania:sparkupgrade:1, Spark Augment: Dominant
botania:sparkupgrade:2, Spark Augment: Recessive
botania:sparkupgrade:3, Spark Augment: Isolated
botania:diviningrod, item.diviningRod.name
botania:gravityrod, item.gravityRod.name
botania:manainkwell, item.manaInkwell.name
botania:vial:0, Managlass Vial
botania:vial:1, Alfglass Flask
botania:brewvial, item.brewVial.name
botania:brewflask, item.brewFlask.name
botania:bloodpendant, item.bloodPendant.name
botania:missilerod, item.missileRod.name
botania:holycloak, item.holyCloak.name
botania:unholycloak, item.unholyCloak.name
botania:balancecloak, item.balanceCloak.name
botania:craftinghalo, item.craftingHalo.name
botania:blacklotus:0, Black Lotus
botania:blacklotus:1, Blacker Lotus
botania:monocle, item.monocle.name
botania:clip, item.clip.name
botania:cobblerod, item.cobbleRod.name
botania:smeltrod, item.smeltRod.name
botania:worldseed, item.worldSeed.name
botania:spellcloth, item.spellCloth.name
botania:thornchakram:0, Thorn Chakram
botania:thornchakram:1, Flare Chakram
botania:overgrowthseed, item.overgrowthSeed.name
botania:craftpattern:0, Crafting Pattern #1: 1x1
botania:craftpattern:1, Crafting Pattern #2: 2x2
botania:craftpattern:2, Crafting Pattern #3: 1x2
botania:craftpattern:3, Crafting Pattern #4: 2x1
botania:craftpattern:4, Crafting Pattern #5: 1x3
botania:craftpattern:5, Crafting Pattern #6: 3x1
botania:craftpattern:6, Crafting Pattern #7: 2x3
botania:craftpattern:7, Crafting Pattern #8: 3x2
botania:craftpattern:8, Crafting Pattern #9: Donut
botania:ancientwill:0, Will of Ahrim
botania:ancientwill:1, Will of Dharok
botania:ancientwill:2, Will of Guthan
botania:ancientwill:3, Will of Torag
botania:ancientwill:4, Will of Verac
botania:ancientwill:5, Will of Karil
botania:corporeaspark:0, Corporea Spark
botania:corporeaspark:1, Master Corporea Spark
botania:livingwoodbow, item.livingwoodBow.name
botania:crystalbow, item.crystalBow.name
botania:cosmetic:0, Black Bowtie
botania:cosmetic:1, Black Tie
botania:cosmetic:2, Red Glasses
botania:cosmetic:3, Puffy Scarf
botania:cosmetic:4, Engineer Goggles
botania:cosmetic:5, Eyepatch
botania:cosmetic:6, Wicked Eyepatch
botania:cosmetic:7, Red Ribbons
botania:cosmetic:8, Pink Flower Bud
botania:cosmetic:9, Polka-Dotted Bows
botania:cosmetic:10, Blue Butterfly
botania:cosmetic:11, Cat Ears
botania:cosmetic:12, Witch Pin
botania:cosmetic:13, Devil Tail
botania:cosmetic:14, Kamui Eye
botania:cosmetic:15, Googly Eyes
botania:cosmetic:16, Four-Leafed Clover
botania:cosmetic:17, Clock Eye
botania:cosmetic:18, Unicorn Horn
botania:cosmetic:19, Devil Horns
botania:cosmetic:20, Hyper Plus
botania:cosmetic:21, Botanist Emblem
botania:cosmetic:22, Ancient Mask
botania:cosmetic:23, Eerie Mask
botania:cosmetic:24, Alien Antenna
botania:cosmetic:25, Anaglyph Glasses
botania:cosmetic:26, Orange Shades
botania:cosmetic:27, Groucho Glasses
botania:cosmetic:28, Thick Eyebrows
botania:cosmetic:29, Lusitanic Shield
botania:cosmetic:30, Tiny Potato Mask
botania:cosmetic:31, Questgiver Mark
botania:cosmetic:32, Thinking Hand
botania:swapring, item.swapRing.name
botania:flowerbag, item.flowerBag.name
botania:phantomink, item.phantomInk.name
botania:poolminecart, item.poolMinecart.name
botania:pinkinator, item.pinkinator.name
botania:infinitefruit, item.infiniteFruit.name
botania:kingkey, item.kingKey.name
botania:flugeleye, item.flugelEye.name
botania:thorring, item.thorRing.name
botania:odinring, item.odinRing.name
botania:lokiring, item.lokiRing.name
botania:dice, item.dice.name
botania:keepivy, item.keepIvy.name
botania:blackholetalisman:0, Black Hole Talisman
botania:recordgaia1, item.recordGaia1.name
botania:recordgaia2, item.recordGaia2.name
botania:temperancestone:0, Stone of Temperance
botania:incensestick, item.incenseStick.name
botania:terraaxe, item.terraAxe.name
botania:waterbowl, item.waterBowl.name
botania:obediencestick, item.obedienceStick.name
botania:cacophonium, item.cacophonium.name
botania:slimebottle:0, Slime in a Bottle
botania:starsword, item.starSword.name
botania:exchangerod, item.exchangeRod.name
botania:magnetringgreater, item.magnetRingGreater.name
botania:thundersword, item.thunderSword.name
botania:manaweavehelm, item.manaweaveHelm.name
botania:manaweavechest, item.manaweaveChest.name
botania:manaweavelegs, item.manaweaveLegs.name
botania:manaweaveboots, item.manaweaveBoots.name
botania:autocraftinghalo, item.autocraftingHalo.name
botania:gaiahead, item.gaiaHead.name
botania:sextant, item.sextant.name
botania:speedupbelt, item.speedUpBelt.name
botania:baublebox, item.baubleBox.name
botania:dodgering, item.dodgeRing.name
botania:invisibilitycloak, item.invisibilityCloak.name
botania:cloudpendant, item.cloudPendant.name
botania:supercloudpendant, item.superCloudPendant.name
botania:thirdeye, item.thirdEye.name
botania:astrolabe, item.astrolabe.name
botania:goddesscharm, item.goddessCharm.name
nibbler:nibbler, Nibbler
botaunomy:rod_will, Rod of Will
botaunomy:rod_work, Rod of Toil
botaunomy:elven_avatar, Dreamwood Avatar
chickens:colored_egg:15, Bone White Chicken Egg
chickens:colored_egg:4, Lapis Blue Chicken Egg
chickens:colored_egg:0, Ink Black Chicken Egg
chickens:colored_egg:13, Magenta Chicken Egg
chickens:colored_egg:10, Lime Chicken Egg
chickens:colored_egg:11, Yellow Chicken Egg
chickens:colored_egg:5, Purple Chicken Egg
chickens:colored_egg:2, Cactus Green Chicken Egg
chickens:colored_egg:7, Light Gray Chicken Egg
chickens:colored_egg:12, Light Blue Chicken Egg
chickens:colored_egg:6, Cyan Chicken Egg
chickens:colored_egg:1, Red Chicken Egg
chickens:colored_egg:9, Pink Chicken Egg
chickens:colored_egg:14, Orange Chicken Egg
chickens:colored_egg:8, Gray Chicken Egg
chickens:colored_egg:3, Cocoa Brown Chicken Egg
chickens:spawn_egg:0, Bone White Chicken
chickens:spawn_egg:0, Lapis Blue Chicken
chickens:spawn_egg:0, Gunpowder Chicken
chickens:spawn_egg:0, Water Chicken
chickens:spawn_egg:0, Ink Black Chicken
chickens:spawn_egg:0, Iron Chicken
chickens:spawn_egg:0, Blaze Rod Chicken
chickens:spawn_egg:0, Log Chicken
chickens:spawn_egg:0, Emerald Chicken
chickens:spawn_egg:0, String Chicken
chickens:spawn_egg:0, Magenta Chicken
chickens:spawn_egg:0, Lime Chicken
chickens:spawn_egg:0, Prismarine Shard Chicken
chickens:spawn_egg:0, Prismarine Crystal Chicken
chickens:spawn_egg:0, Snowball Chicken
chickens:spawn_egg:0, Yellow Chicken
chickens:spawn_egg:0, Purple Chicken
chickens:spawn_egg:0, Cactus Green Chicken
chickens:spawn_egg:0, Nether Quartz Chicken
chickens:spawn_egg:0, Sand Chicken
chickens:spawn_egg:0, Light Gray Chicken
chickens:spawn_egg:0, Soul Sand Chicken
chickens:spawn_egg:0, Light Blue Chicken
chickens:spawn_egg:0, Glass Chicken
chickens:spawn_egg:0, Diamond Chicken
chickens:spawn_egg:0, Obsidian Chicken
chickens:spawn_egg:0, Ghast Tear Chicken
chickens:spawn_egg:0, Redstone Chicken
chickens:spawn_egg:0, Flint Chicken
chickens:spawn_egg:0, Cyan Chicken
chickens:spawn_egg:0, Red Chicken
chickens:spawn_egg:0, Ender Pearl Chicken
chickens:spawn_egg:0, Leather Chicken
chickens:spawn_egg:0, Nether Wart Chicken
chickens:spawn_egg:0, Pink Chicken
chickens:spawn_egg:0, Glowstone Chicken
chickens:spawn_egg:0, Coal Chicken
chickens:spawn_egg:0, Lava Chicken
chickens:spawn_egg:0, Smart Chicken
chickens:spawn_egg:0, Orange Chicken
chickens:spawn_egg:0, Clay Chicken
chickens:spawn_egg:0, Slime Chicken
chickens:spawn_egg:0, Magma Cream Chicken
chickens:spawn_egg:0, Gray Chicken
chickens:spawn_egg:0, Cocoa Brown Chicken
chickens:spawn_egg:0, Gold Chicken
chickens:liquid_egg:0, Water Egg
chickens:liquid_egg:1, Lava Egg
chickens:analyzer, Chicken Analyzer
chickens:henhouse, Henhouse
chickens:henhouse_acacia, Acacia Henhouse
chickens:henhouse_birch, Birch Henhouse
chickens:henhouse_dark_oak, Dark Oak Henhouse
chickens:henhouse_jungle, Jungle Henhouse
chickens:henhouse_spruce, Spruce Henhouse
dynamictrees:dendropotion:0, Biochar Base Potion
dynamictrees:dendropotion:1, Potion of Depletion
dynamictrees:dendropotion:2, Potion of Defoliance
dynamictrees:dendropotion:3, Potion of Burgeoning
dynamictrees:dendropotion:4, Potion of Fertility
dynamictrees:dendropotion:5, Potion of Persistance
dynamictrees:dendropotion:6, Potion of Transformation
dynamictrees:dirtbucket, Dirt Bucket
dynamictrees:staff, Woodland Staff
dynamictrees:appleseed, Apple Pip
dynamictrees:oakbranch, Dynamic Oak Tree
dynamictrees:oakseed, Oak Acorn
dynamictrees:sprucebranch, Dynamic Spruce Tree
dynamictrees:spruceseed, Spruce Cone
dynamictrees:birchbranch, Dynamic Birch Tree
dynamictrees:birchseed, Birch Catkin
dynamictrees:junglebranch, Dynamic Jungle Tree
dynamictrees:jungleseed, Jungle Pod
dynamictrees:acaciabranch, Dynamic Acacia Tree
dynamictrees:acaciaseed, Acacia Seed
dynamictrees:darkoakbranch, Dynamic Dark Oak Tree
dynamictrees:darkoakseed, Dark Oak Acorn
dynamictrees:cactusbranch, tile.cactusbranch.name
dynamictrees:cactusseed, Cactus Seed
dynamictrees:leaves0, Dynamic Leaves
dynamictrees:leaves1, Dynamic Leaves
dynamictreestc:greatwoodbranch, Dynamic Greatwood Tree
dynamictreestc:greatwoodseed, Greatwood Seed
dynamictreestc:silverwoodbranch, Dynamic Silverwood Tree
dynamictreestc:silverwoodseed, Silverwood Seed
ebwizardry:arcane_workbench, Arcane Workbench
ebwizardry:crystal_ore, Crystal Ore
ebwizardry:crystal_flower, Crystal Flower
ebwizardry:transportation_stone, Stone of Transportation
ebwizardry:crystal_block, Block of Crystal
ebwizardry:magic_crystal, Magic Crystal
ebwizardry:magic_wand, Magic Wand
ebwizardry:apprentice_wand, Apprentice Wand
ebwizardry:advanced_wand, Advanced Wand
ebwizardry:master_wand, Master Wand
ebwizardry:spell_book:1, Spell Book
ebwizardry:spell_book:2, Spell Book
ebwizardry:spell_book:3, Spell Book
ebwizardry:spell_book:4, Spell Book
ebwizardry:spell_book:5, Spell Book
ebwizardry:spell_book:6, Spell Book
ebwizardry:spell_book:7, Spell Book
ebwizardry:spell_book:8, Spell Book
ebwizardry:spell_book:9, Spell Book
ebwizardry:spell_book:10, Spell Book
ebwizardry:spell_book:11, Spell Book
ebwizardry:spell_book:12, Spell Book
ebwizardry:spell_book:13, Spell Book
ebwizardry:spell_book:14, Spell Book
ebwizardry:spell_book:15, Spell Book
ebwizardry:spell_book:16, Spell Book
ebwizardry:spell_book:17, Spell Book
ebwizardry:spell_book:18, Spell Book
ebwizardry:spell_book:19, Spell Book
ebwizardry:spell_book:20, Spell Book
ebwizardry:spell_book:21, Spell Book
ebwizardry:spell_book:22, Spell Book
ebwizardry:spell_book:23, Spell Book
ebwizardry:spell_book:24, Spell Book
ebwizardry:spell_book:25, Spell Book
ebwizardry:spell_book:26, Spell Book
ebwizardry:spell_book:27, Spell Book
ebwizardry:spell_book:28, Spell Book
ebwizardry:spell_book:29, Spell Book
ebwizardry:spell_book:30, Spell Book
ebwizardry:spell_book:31, Spell Book
ebwizardry:spell_book:32, Spell Book
ebwizardry:spell_book:33, Spell Book
ebwizardry:spell_book:34, Spell Book
ebwizardry:spell_book:35, Spell Book
ebwizardry:spell_book:36, Spell Book
ebwizardry:spell_book:37, Spell Book
ebwizardry:spell_book:38, Spell Book
ebwizardry:spell_book:39, Spell Book
ebwizardry:spell_book:40, Spell Book
ebwizardry:spell_book:41, Spell Book
ebwizardry:spell_book:42, Spell Book
ebwizardry:spell_book:43, Spell Book
ebwizardry:spell_book:44, Spell Book
ebwizardry:spell_book:45, Spell Book
ebwizardry:spell_book:46, Spell Book
ebwizardry:spell_book:47, Spell Book
ebwizardry:spell_book:48, Spell Book
ebwizardry:spell_book:49, Spell Book
ebwizardry:spell_book:50, Spell Book
ebwizardry:spell_book:51, Spell Book
ebwizardry:spell_book:52, Spell Book
ebwizardry:spell_book:53, Spell Book
ebwizardry:spell_book:54, Spell Book
ebwizardry:spell_book:55, Spell Book
ebwizardry:spell_book:56, Spell Book
ebwizardry:spell_book:57, Spell Book
ebwizardry:spell_book:58, Spell Book
ebwizardry:spell_book:59, Spell Book
ebwizardry:spell_book:60, Spell Book
ebwizardry:spell_book:61, Spell Book
ebwizardry:spell_book:62, Spell Book
ebwizardry:spell_book:63, Spell Book
ebwizardry:spell_book:64, Spell Book
ebwizardry:spell_book:65, Spell Book
ebwizardry:spell_book:66, Spell Book
ebwizardry:spell_book:67, Spell Book
ebwizardry:spell_book:68, Spell Book
ebwizardry:spell_book:69, Spell Book
ebwizardry:spell_book:70, Spell Book
ebwizardry:spell_book:71, Spell Book
ebwizardry:spell_book:72, Spell Book
ebwizardry:spell_book:73, Spell Book
ebwizardry:spell_book:74, Spell Book
ebwizardry:spell_book:75, Spell Book
ebwizardry:spell_book:76, Spell Book
ebwizardry:spell_book:77, Spell Book
ebwizardry:spell_book:78, Spell Book
ebwizardry:spell_book:79, Spell Book
ebwizardry:spell_book:80, Spell Book
ebwizardry:spell_book:81, Spell Book
ebwizardry:spell_book:82, Spell Book
ebwizardry:spell_book:83, Spell Book
ebwizardry:spell_book:84, Spell Book
ebwizardry:spell_book:85, Spell Book
ebwizardry:spell_book:86, Spell Book
ebwizardry:spell_book:87, Spell Book
ebwizardry:spell_book:88, Spell Book
ebwizardry:spell_book:89, Spell Book
ebwizardry:spell_book:90, Spell Book
ebwizardry:spell_book:91, Spell Book
ebwizardry:spell_book:92, Spell Book
ebwizardry:spell_book:93, Spell Book
ebwizardry:spell_book:94, Spell Book
ebwizardry:spell_book:95, Spell Book
ebwizardry:spell_book:96, Spell Book
ebwizardry:spell_book:97, Spell Book
ebwizardry:spell_book:98, Spell Book
ebwizardry:spell_book:99, Spell Book
ebwizardry:spell_book:100, Spell Book
ebwizardry:spell_book:101, Spell Book
ebwizardry:spell_book:102, Spell Book
ebwizardry:spell_book:103, Spell Book
ebwizardry:spell_book:104, Spell Book
ebwizardry:spell_book:105, Spell Book
ebwizardry:spell_book:106, Spell Book
ebwizardry:spell_book:107, Spell Book
ebwizardry:spell_book:108, Spell Book
ebwizardry:spell_book:109, Spell Book
ebwizardry:spell_book:110, Spell Book
ebwizardry:spell_book:111, Spell Book
ebwizardry:spell_book:112, Spell Book
ebwizardry:spell_book:113, Spell Book
ebwizardry:spell_book:114, Spell Book
ebwizardry:spell_book:115, Spell Book
ebwizardry:spell_book:116, Spell Book
ebwizardry:spell_book:117, Spell Book
ebwizardry:spell_book:118, Spell Book
ebwizardry:spell_book:119, Spell Book
ebwizardry:spell_book:120, Spell Book
ebwizardry:spell_book:121, Spell Book
ebwizardry:spell_book:122, Spell Book
ebwizardry:spell_book:123, Spell Book
ebwizardry:spell_book:124, Spell Book
ebwizardry:spell_book:125, Spell Book
ebwizardry:spell_book:126, Spell Book
ebwizardry:spell_book:127, Spell Book
ebwizardry:spell_book:128, Spell Book
ebwizardry:spell_book:129, Spell Book
ebwizardry:spell_book:130, Spell Book
ebwizardry:spell_book:131, Spell Book
ebwizardry:spell_book:132, Spell Book
ebwizardry:spell_book:133, Spell Book
ebwizardry:spell_book:134, Spell Book
ebwizardry:spell_book:135, Spell Book
ebwizardry:spell_book:136, Spell Book
ebwizardry:spell_book:137, Spell Book
ebwizardry:spell_book:138, Spell Book
ebwizardry:spell_book:139, Spell Book
ebwizardry:spell_book:140, Spell Book
ebwizardry:arcane_tome:1, Tome of Arcana
ebwizardry:arcane_tome:2, Tome of Arcana
ebwizardry:arcane_tome:3, Tome of Arcana
ebwizardry:wizard_handbook, The Wizard's Handbook
ebwizardry:basic_fire_wand, Wand of Embers
ebwizardry:basic_ice_wand, Wand of Frost
ebwizardry:basic_lightning_wand, Wand of Sparks
ebwizardry:basic_necromancy_wand, Wand of Shadows
ebwizardry:basic_earth_wand, Wand of the Forest
ebwizardry:basic_sorcery_wand, Wand of Mystery
ebwizardry:basic_healing_wand, Wand of Healing
ebwizardry:apprentice_fire_wand, Apprentice Pyromancer Wand
ebwizardry:apprentice_ice_wand, Apprentice Ice Mage Wand
ebwizardry:apprentice_lightning_wand, Apprentice Storm Mage Wand
ebwizardry:apprentice_necromancy_wand, Apprentice Necromancer Wand
ebwizardry:apprentice_earth_wand, Apprentice Earth Mage Wand
ebwizardry:apprentice_sorcery_wand, Apprentice Sorcerer Wand
ebwizardry:apprentice_healing_wand, Apprentice Healer Wand
ebwizardry:advanced_fire_wand, Wand of the Pyromancer
ebwizardry:advanced_ice_wand, Wand of the Ice Mage
ebwizardry:advanced_lightning_wand, Wand of the Storm Mage
ebwizardry:advanced_necromancy_wand, Wand of the Necromancer
ebwizardry:advanced_earth_wand, Wand of the Earth Mage
ebwizardry:advanced_sorcery_wand, Wand of the Sorcerer
ebwizardry:advanced_healing_wand, Wand of the Healer
ebwizardry:master_fire_wand, Master Pyromancer Wand
ebwizardry:master_ice_wand, Master Ice Mage Wand
ebwizardry:master_lightning_wand, Master Storm Mage Wand
ebwizardry:master_necromancy_wand, Master Necromancer Wand
ebwizardry:master_earth_wand, Master Earth Mage Wand
ebwizardry:master_sorcery_wand, Master Sorcerer Wand
ebwizardry:master_healing_wand, Master Healer Wand
ebwizardry:spectral_sword, Spectral Sword
ebwizardry:spectral_pickaxe, Spectral Pickaxe
ebwizardry:spectral_bow, Spectral Bow
ebwizardry:mana_flask, Mana Flask
ebwizardry:storage_upgrade, Wand Storage Upgrade
ebwizardry:siphon_upgrade, Wand Siphon Upgrade
ebwizardry:condenser_upgrade, Wand Condenser Upgrade
ebwizardry:range_upgrade, Wand Range Upgrade
ebwizardry:duration_upgrade, Wand Duration Upgrade
ebwizardry:cooldown_upgrade, Wand Cooldown Upgrade
ebwizardry:blast_upgrade, Wand Blast Upgrade
ebwizardry:attunement_upgrade, Wand Attunement Upgrade
ebwizardry:flaming_axe, Flaming Axe
ebwizardry:frost_axe, Frost Axe
ebwizardry:firebomb, Firebomb
ebwizardry:poison_bomb, Poison Bomb
ebwizardry:blank_scroll, Blank Scroll
ebwizardry:scroll:1, Scroll of Magic Missile
ebwizardry:scroll:2, Scroll of Ignite
ebwizardry:scroll:3, Scroll of Freeze
ebwizardry:scroll:4, Scroll of Snowball
ebwizardry:scroll:5, Scroll of Arc
ebwizardry:scroll:6, Scroll of Thunderbolt
ebwizardry:scroll:7, Scroll of Summon Zombie
ebwizardry:scroll:8, Scroll of Snare
ebwizardry:scroll:9, Scroll of Dart
ebwizardry:scroll:10, Scroll of Light
ebwizardry:scroll:11, Scroll of Telekinesis
ebwizardry:scroll:12, Scroll of Heal
ebwizardry:scroll:13, Scroll of Fireball
ebwizardry:scroll:15, Scroll of Firebomb
ebwizardry:scroll:16, Scroll of Fire Sigil
ebwizardry:scroll:17, Scroll of Firebolt
ebwizardry:scroll:19, Scroll of Summon Snow Golem
ebwizardry:scroll:20, Scroll of Ice Shard
ebwizardry:scroll:21, Scroll of Ice Statue
ebwizardry:scroll:22, Scroll of Frost Sigil
ebwizardry:scroll:24, Scroll of Spark Bomb
ebwizardry:scroll:25, Scroll of Homing Spark
ebwizardry:scroll:26, Scroll of Lightning Sigil
ebwizardry:scroll:27, Scroll of Lightning Arrow
ebwizardry:scroll:29, Scroll of Summon Skeleton
ebwizardry:scroll:30, Scroll of Metamorphosis
ebwizardry:scroll:31, Scroll of Wither
ebwizardry:scroll:32, Scroll of Poison
ebwizardry:scroll:33, Scroll of Growth Aura
ebwizardry:scroll:34, Scroll of Bubble
ebwizardry:scroll:35, Scroll of Whirlwind
ebwizardry:scroll:36, Scroll of Poison Bomb
ebwizardry:scroll:37, Scroll of Summon Spirit Wolf
ebwizardry:scroll:38, Scroll of Blink
ebwizardry:scroll:39, Scroll of Agility
ebwizardry:scroll:40, Scroll of Conjure Sword
ebwizardry:scroll:41, Scroll of Conjure Pickaxe
ebwizardry:scroll:42, Scroll of Conjure Bow
ebwizardry:scroll:43, Scroll of Force Arrow
ebwizardry:scroll:45, Scroll of Replenish Hunger
ebwizardry:scroll:46, Scroll of Cure Effects
ebwizardry:scroll:47, Scroll of Heal Ally
ebwizardry:scroll:48, Scroll of Summon Blaze
ebwizardry:scroll:49, Scroll of Ring of Fire
ebwizardry:scroll:50, Scroll of Detonate
ebwizardry:scroll:51, Scroll of Fire Resistance
ebwizardry:scroll:52, Scroll of Fireskin
ebwizardry:scroll:53, Scroll of Flaming Axe
ebwizardry:scroll:54, Scroll of Blizzard
ebwizardry:scroll:55, Scroll of Summon Ice Wraith
ebwizardry:scroll:56, Scroll of Ice Shroud
ebwizardry:scroll:57, Scroll of Ice Charge
ebwizardry:scroll:58, Scroll of Frost Axe
ebwizardry:scroll:59, Scroll of Invoke Weather
ebwizardry:scroll:60, Scroll of Chain Lightning
ebwizardry:scroll:61, Scroll of Lightning Bolt
ebwizardry:scroll:62, Scroll of Summon Lightning Wraith
ebwizardry:scroll:63, Scroll of Static Aura
ebwizardry:scroll:64, Scroll of Lightning Disk
ebwizardry:scroll:65, Scroll of Mind Control
ebwizardry:scroll:66, Scroll of Summon Wither Skeleton
ebwizardry:scroll:67, Scroll of Entrapment
ebwizardry:scroll:68, Scroll of Wither Skull
ebwizardry:scroll:69, Scroll of Darkness Orb
ebwizardry:scroll:71, Scroll of Decay
ebwizardry:scroll:72, Scroll of Water Breathing
ebwizardry:scroll:73, Scroll of Tornado
ebwizardry:scroll:75, Scroll of Summon Spirit Horse
ebwizardry:scroll:76, Scroll of Spider Swarm
ebwizardry:scroll:77, Scroll of Slime
ebwizardry:scroll:78, Scroll of Petrify
ebwizardry:scroll:79, Scroll of Invisibility
ebwizardry:scroll:81, Scroll of Force Orb
ebwizardry:scroll:82, Scroll of Transportation
ebwizardry:scroll:83, Scroll of Spectral Pathway
ebwizardry:scroll:84, Scroll of Phase Step
ebwizardry:scroll:85, Scroll of Vanishing Box
ebwizardry:scroll:86, Scroll of Greater Heal
ebwizardry:scroll:87, Scroll of Healing Aura
ebwizardry:scroll:88, Scroll of Forcefield
ebwizardry:scroll:89, Scroll of Ironflesh
ebwizardry:scroll:90, Scroll of Transience
ebwizardry:scroll:91, Scroll of Meteor
ebwizardry:scroll:93, Scroll of Summon Phoenix
ebwizardry:scroll:94, Scroll of Ice Age
ebwizardry:scroll:96, Scroll of Summon Ice Giant
ebwizardry:scroll:97, Scroll of Thunderstorm
ebwizardry:scroll:98, Scroll of Lightning Hammer
ebwizardry:scroll:99, Scroll of Plague of Darkness
ebwizardry:scroll:100, Scroll of Summon Skeleton Legion
ebwizardry:scroll:101, Scroll of Summon Shadow Wraith
ebwizardry:scroll:102, Scroll of Forest's Curse
ebwizardry:scroll:104, Scroll of Silverfish Swarm
ebwizardry:scroll:105, Scroll of Black Hole
ebwizardry:scroll:106, Scroll of Shockwave
